survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,fare_normalized,age_standardized
1,3,female,18.0,0,1,9.35,S,Third,woman,False,Southampton,yes,False,0.018249984580226933,-0.8418105654323949
1,1,female,45.0,1,1,164.8667,S,First,woman,False,Southampton,yes,False,0.32179836714362564,1.1207589947300116
1,1,male,51.0,0,0,26.55,S,First,man,True,Southampton,yes,True,0.051822148727810165,1.556885563654991
1,3,female,24.0,0,3,19.2583,C,Third,woman,False,Cherbourg,yes,False,0.03758969818624431,-0.4056839965074156
0,3,male,41.0,2,0,14.1083,S,Third,man,True,Southampton,no,False,0.027537567642055148,0.8300079487800255
0,2,male,21.0,1,0,11.5,S,Second,man,True,Southampton,no,False,0.022446505098674838,-0.6237472809699052
1,1,female,48.0,0,0,25.9292,S,First,woman,False,Southampton,yes,True,0.050610427826483444,1.3388222791925013
0,2,male,24.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.025374310111545468,-0.4056839965074156
1,2,female,42.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.025374310111545468,0.902695710267522
1,2,female,27.0,1,0,13.8583,C,Second,woman,False,Cherbourg,yes,False,0.027049600139910042,-0.18762071204492597
0,1,male,31.0,0,0,50.4958,S,First,man,True,Southampton,no,True,0.09856123757927521,0.10313033390506016
1,3,male,4.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False,0.021730754366528396,-1.8594392262573463
1,1,female,47.0,1,1,52.5542,S,First,woman,False,Southampton,yes,False,0.10257896680493714,1.2661345177050047
0,1,male,33.0,0,0,5.0,S,First,man,True,Southampton,no,True,0.009759350042902102,0.24850585688005322
0,3,male,47.0,0,0,9.0,S,Third,man,True,Southampton,no,True,0.017566830077223785,1.2661345177050047
1,2,female,28.0,1,0,24.0,C,Second,woman,False,Cherbourg,yes,False,0.04684488020593009,-0.11493295055742946
1,3,female,15.0,0,0,7.225,C,Third,child,False,Cherbourg,yes,True,0.014102260811993537,-1.0598738498948845
0,3,male,20.0,0,0,9.8458,S,Third,man,True,Southampton,no,True,0.019217721730481106,-0.6964350424574017
1,1,female,56.0,0,1,83.1583,C,First,woman,False,Cherbourg,yes,False,0.16231419173453318,1.9203243710924736
1,2,female,25.0,0,1,26.0,S,Second,woman,False,Southampton,yes,False,0.050748620223090936,-0.33299623501991904
0,3,male,33.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.015411575213749286,0.24850585688005322
0,3,female,22.0,0,0,10.5167,S,Third,woman,False,Southampton,no,True,0.02052723131923771,-0.5510595194824087
0,2,male,28.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.020494635090094415,-0.11493295055742946
0,3,female,39.0,0,5,29.125,Q,Third,woman,False,Queenstown,no,False,0.05684821399990475,0.6846324258050325
1,1,female,19.0,0,0,30.0,S,First,woman,False,Southampton,yes,True,0.05855610025741262,-0.7691228039448983
0,3,female,28.0,1,2,23.45,S,Third,woman,False,Southampton,no,False,0.04577135170121086,-0.11493295055742946
1,1,male,26.0,0,0,30.0,C,First,man,True,Cherbourg,yes,True,0.05855610025741262,-0.26030847353242254
0,3,male,32.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,0.015126992566498259,0.1758180953925567
